Source,Filename,Bedreiging,Categorie,Citaat
knmi,52,Coastal erosion als indicator van klimaatverandering.,Ecologisch,Coastal erosion is a key element of coastal behaviour and a useful—though imperfect—indicator of climate change
knmi,52,Kustafslag kan leiden tot verlies van land.,Ecologisch,"Coastal erosion may result in loss of land, destruction of sea defences and flooding."
knmi,52,Kustafslag kan leiden tot de vernietiging van zeeweringen.,Ecologisch,"Coastal erosion may result in loss of land, destruction of sea defences and flooding."
knmi,52,Kustafslag kan leiden tot overstromingen.,Ecologisch,"Coastal erosion may result in loss of land, destruction of sea defences and flooding."
knmi,52,Langdurige veranderingen in kustafslag worden aangedreven door de stijging van de zeespiegel.,Ecologisch,Long-term changes are commonly driven by relative sea-level rise and the associated creation of ‘accommodation space’ available for potential sediment accumulation.
knmi,52,Kustafslag vindt plaats op verschillende tijdschalen.,Ecologisch,Coastal erosion takes place on different time scales.
knmi,52,Korte termijn veranderingen in kustafslag vertonen onregelmatige effecten van golven en stormvloeden.,Ecologisch,"Shorter-term changes show regular patterns and irregular, partly short-lived effects of waves, tides, storm surges, slope processes and local or regional sediment dynamics."
knmi,52,Kustafslag is wijdverspreid langs de centrale en zuidelijke delen van de Noordzeekust.,Ecologisch,"Erosion is widespread along the central and southern parts of the North Sea coastline, with about 25 % of the Danish-to-Scottish coastline eroding."
knmi,52,In het Verenigd Koninkrijk is 22% van de kustlijn aan erosie onderhevig.,Ecologisch,"On a country-by-country basis, the percentage eroding is as follows: UK (22 %)."
knmi,52,In Frankrijk is 76% van de kustlijn aan erosie onderhevig.,Ecologisch,"On a country-by-country basis, the percentage eroding is as follows: France (76 %)."
knmi,52,In België is 40% van de kustlijn aan erosie onderhevig.,Ecologisch,"On a country-by-country basis, the percentage eroding is as follows: Belgium (40 %)."
knmi,52,In Nederland is 30% van de kustlijn aan erosie onderhevig.,Ecologisch,"On a country-by-country basis, the percentage eroding is as follows: Netherlands (30 %)."
knmi,52,In Duitsland is 14% van de kustlijn aan erosie onderhevig.,Ecologisch,"On a country-by-country basis, the percentage eroding is as follows: Germany (14 %)."
knmi,52,In Denemarken is 57% van de kustlijn aan erosie onderhevig.,Ecologisch,"On a country-by-country basis, the percentage eroding is as follows: Denmark, north to Skagen (57 %)."
knmi,52,Stormvloeden veroorzaken de meest prominente veranderingen langs de Deense Noordzeekust.,Ecologisch,Storm surges induce the most prominent changes along the Danish North Sea coast.
knmi,52,Stormvloeden leiden tot tijdelijke en permanente doorbraken van barrières.,Ecologisch,"They lead to ephemeral and permanent barrier breaching, and drive the episodic transfer of large volumes of sediment from dunes and beaches to the nearshore and shoreface."
knmi,52,Versnelling van erosie langs de Duitse Noordzeekust is evident.,Ecologisch,Acceleration of erosion along the German North Sea coast over the last 120 years is evident.
knmi,52,De gemiddelde erosiesnelheid op de westkust van Sylt is toegenomen.,Ecologisch,Dette and Gärtner (1987) found average loss on the west coast of Sylt to have increased from 0.9 m year[−][1] in the period 1870–1952 to 1.5 m year[−][1] in the period 1952–1984.
knmi,52,Kusterosie langs de Nederlandse kust.,Ecologisch,"Long-term coastal erosion at the Bergen aan Zee monitoring station in North-Holland, reversed with the advent of large-scale nourishment."
knmi,52,Verlies van sediment uit kustsystemen.,Ecologisch,Although net loss of sediment from coastal systems prevails.
knmi,52,Erosie van stranden en kliffen in Engeland en Schotland.,Ecologisch,"Coastal erosion percentages are estimated as 27 % for north-eastern England, 56 % for Yorkshire and Humber."
knmi,52,Verlies van intergetijdenzones zoals zoutmoerassen en modderbanken.,Ecologisch,Intertidal zones of saltmarsh and mudflat have been disappearing at a typical loss rate of 1–1.5 % per year over a period of more than 50 years.
knmi,52,Erosie van de kustlijn door hoge golven en sterke stromingen.,Ecologisch,Coastal erosion and dune scarping are associated with exposure to high-energy waves.
knmi,52,Erosie van de west-Friese eilanden.,Ecologisch,The west-Frisian islands fringing the Wadden Sea show large spatial and temporal differences in coastal erosion and accretion.
knmi,52,Verandering in sedimentbudgetten door menselijke interventie.,Ecologisch,"In Belgium, beaches and dunes showed long-term erosion until human intervention intensified."
knmi,52,Afname van de stabiliteit van stranden door stormen.,Ecologisch,Monitoring data also show that major storms have caused interruptions of long-term trends.
knmi,52,Erosie van de kustlijn in Frankrijk.,Ecologisch,Beach erosion between Dunkerque and the French-Belgian border.
knmi,52,Verlies van zandvoorraden door kustverdediging.,Ecologisch,The major effect of the 1953 record storm surge is clearly visible.
knmi,52,Veranderingen in sedimenttransport door klimaatverandering.,Ecologisch,climate-dependent factors
knmi,52,Verlies van sediment door erosie in de Noordzee.,Ecologisch,"export sediment, deepen and expand by accumulation of eroded sediment"
knmi,52,Veranderingen in zeespiegel die invloed hebben op sedimentdistributie.,Ecologisch,"Sea-level changes affect tidal wavelength, hence this sediment distribution"
knmi,52,Invloed van stormen op sedimenttransport.,Ecologisch,influence of storms and waves is significant in net sediment transport
knmi,52,Afname van ijsvorming in de Noordzee door weerpatronen.,Ecologisch,Ice formation generally depends on the weather regimes prevailing over Europe
knmi,52,Verandering in de dynamiek van zeebodem door ecosysteemingenieurs.,Ecologisch,ecosystem engineers
knmi,52,Onzekerheid over de impact van klimaatverandering op benthische habitats.,Ecologisch,no field studies exist that link changes in benthic habitats
knmi,52,Afname van de frequentie van ijsvorming in de Noordzee.,Ecologisch,The frequency of ice occurrence has decreased since 1961.
knmi,52,Verlies van fijn materiaal door verhoogde hydrodynamische krachten.,Ecologisch,"Owing to this coastal squeeze, hydrodynamic forces increased leading to a loss of fine material."
knmi,52,Versnelling van de zeespiegelstijging.,Ecologisch,Accelerated sea-level rise may also have contributed to increased hydrodynamics and a loss of mudflats.
knmi,52,Toename van voedingsstoffen en verontreinigingen in de Waddenzee.,Ecologisch,nutrient and contaminant loads can be imported into the Wadden Sea and large amounts may be present.
knmi,52,Hyperturbide omstandigheden door baggerwerkzaamheden.,Ecologisch,dredging of the Ems estuary caused a regime shift in hydrodynamics leading to hyperturbid conditions.
knmi,52,Verandering in dynamiek van zwevend materiaal door klimaatverandering.,Ecologisch,increased runoff due to global climate change will enhance SPM dynamics in the Dutch Wadden Sea.
knmi,52,Verhoogde beschikbaarheid van voedingsstoffen.,Ecologisch,Increased nutrient availability has led to increased primary production and increased turnover of organic matter and nutrients.
knmi,52,Verhoogde eutrofiëring in de Waddenzee.,Ecologisch,demonstrating a gradual decrease in eutrophication.
knmi,52,Regionale verschillen in eutrofiëring.,Ecologisch,These data document large regional differences in eutrophication.
knmi,52,Risico van zware metalen in sedimenten.,Ecologisch,Sediment concentrations of mercury and lead still pose a risk in a majority of Wadden Sea sub-regions.
knmi,52,Aanwezigheid van xenobiotische verbindingen.,Ecologisch,"Xenobiotic compounds in the Wadden Sea are a major concern because most are persistent, bio-accumulative and toxic."
knmi,52,Klimaatverandering en zeespiegelstijging.,Ecologisch,Climate change is expected to affect the sediment composition of the Wadden Sea: directly by sea-level rise.
knmi,52,Extreme weersomstandigheden door klimaatverandering.,Ecologisch,One aspect of climate change is weather extremes.
knmi,52,Verhoogde temperatuur en effecten op organisch materiaal.,Ecologisch,Higher temperatures will have complex and interacting effects on organic matter turnover in the Wadden Sea.
knmi,52,Verhoogde zeespiegel in de Noordzee.,Ecologisch,"Over the past 100 to 120 years, absolute mean sea level in the North Sea rose by about 1.6 mm year[−][1], comparable to the rates of global mean sea-level rise."
knmi,52,Toename van extreme zeespiegels in de Noordzee.,Ecologisch,"Extreme sea levels have increased over the past 100–150 years in the North Sea, mainly due to a rise in mean sea level."
knmi,52,Variabiliteit in zuurstofconcentraties in de Noordzee.,Ecologisch,"Higher temperatures tend to reduce oxygen concentrations near the surface; at depth, concentrations depend on vertical mixing for which variable weather is an important driver where depletion is a concern."
knmi,52,Verlies van organisch materiaal door hogere temperaturen in de Waddenzee.,Ecologisch,"In the Wadden Sea, higher temperatures are expected to enhance organic matter turnover."
knmi,52,Onzekerheid over klimaatgerelateerde veranderingen in de Noordzee.,Ecologisch,Climate-related change in evolving morphology is not yet known.
knmi,52,Variabiliteit in de circulatiepatronen van de Noordzee.,Ecologisch,"Carbon dioxide, pH and nutrients basin-wide are influenced by the circulation pattern, especially inflow from the Atlantic, local weather conditions (correlating with the NAO) and properties of component water masses."
knmi,52,Extensieve maar onregelmatige kusterosie.,Ecologisch,"Coastal erosion is extensive but irregular; where it occurs, long-term rates are often 1 m year[−][1] or more."
knmi,52,Sparseness van observaties met betrekking tot klimaatverandering.,Ecologisch,"However, observations are sparse at any one time and brief relative to climate-change time scales."
knmi,52,Verandering in de pH-waarde en verzuring van de oceaan.,Ecologisch,pH variability and CO2 induced acidification in the North Sea.
knmi,52,Verlies van biodiversiteit door eutrofiëring.,Ecologisch,Carbonate chemistry in the coastal zone responds more strongly to eutrophication than to ocean acidification.
knmi,52,Verandering in zeewater temperatuur en zoutgehalte.,Ecologisch,The Northwest European shelf temperature and salinity variability.
knmi,52,Verlies van sediment door erosie van zachte kliffen.,Ecologisch,Soft cliff retreat adjacent to coastal defences.
knmi,52,Verandering in de circulatie door de Noord-Atlantische Oscillatie.,Ecologisch,The response of the circulation in the Faroe-Shetland Channel to the North Atlantic Oscillation.
knmi,52,Verhoogde frequentie van overstromingen door zeespiegelstijging.,Ecologisch,Temporal and spatial variations in recession rates and sediment release from soft rock cliffs.
